ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10227809,HY414925,09/07/2015 02:30:00 PM,033XX W 63RD ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,0823,008,15,66,05,1155203,1862651,2015,09/17/2015 11:37:18 AM,41.778916895,-87.706562939,"(41.778916895, -87.706562939)"
10227810,HY415267,09/08/2015 09:23:00 AM,006XX N DRAKE AVE,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,true,false,1121,011,27,23,08A,1152602,1904054,2015,02/10/2018 03:50:01 PM,41.892583623,-87.715005891,"(41.892583623, -87.715005891)"
10227811,HY415280,09/08/2015 11:30:00 AM,066XX S FAIRFIELD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0831,008,15,66,05,1159190,1860447,2015,02/10/2018 03:50:01 PM,41.772788129,-87.692006405,"(41.772788129, -87.692006405)"
10227812,HY415299,09/07/2015 06:00:00 PM,001XX N WOOD ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CHA APARTMENT,false,false,1223,012,27,28,14,1164389,1900876,2015,02/10/2018 03:50:01 PM,41.883621693,-87.671806975,"(41.883621693, -87.671806975)"
10227821,HY415034,09/07/2015 03:00:00 AM,071XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,false,true,0323,003,6,69,14,1180149,1857867,2015,02/10/2018 03:50:01 PM,41.765253769,-87.615255549,"(41.765253769, -87.615255549)"
10227822,HY414933,09/08/2015 09:18:00 AM,012XX W 72ND PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0734,007,17,67,05,1169238,1856705,2015,02/10/2018 03:50:01 PM,41.762308087,-87.655281171,"(41.762308087, -87.655281171)"
10227823,HY414980,09/05/2015 11:30:00 AM,063XX S PARNELL AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0722,007,20,68,08B,1173711,1863032,2015,02/10/2018 03:50:01 PM,41.779572187,-87.638699762,"(41.779572187, -87.638699762)"
10227836,HY414031,09/07/2015 01:10:00 PM,057XX S DAMEN AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,0715,007,15,67,03,1164008,1866547,2015,02/10/2018 03:50:01 PM,41.789427382,-87.674173402,"(41.789427382, -87.674173402)"
10227838,HY415307,09/08/2015 01:15:00 PM,046XX N DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA STATION,false,false,1912,019,47,4,14,1162169,1930995,2015,02/10/2018 03:50:01 PM,41.966316866,-87.679115168,"(41.966316866, -87.679115168)"
10227840,HY415216,09/05/2015 06:30:00 PM,020XX W LE MOYNE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1424,014,1,24,06,1162610,1909835,2015,02/10/2018 03:50:01 PM,41.908243338,-87.678088352,"(41.908243338, -87.678088352)"
10227841,HY415194,09/07/2015 02:00:00 PM,037XX N HALSTED ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1923,019,46,6,11,1170244,1925277,2015,02/10/2018 03:50:01 PM,41.950453457,-87.649592688,"(41.950453457, -87.649592688)"
11243119,JB168573,11/02/2017 01:00:00 PM,063XX N MOZART ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,2413,024,50,2,26,,,2017,03/01/2018 03:54:55 PM,,,
10227843,HY415088,09/08/2015 04:00:00 AM,061XX S RACINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,POLICE FACILITY/VEH PARKING LOT,false,false,0712,007,16,68,14,1169371,1864103,2015,02/10/2018 03:50:01 PM,41.782606243,-87.654579713,"(41.782606243, -87.654579713)"
10227845,HY415122,09/08/2015 11:10:00 AM,028XX N BROADWAY,0460,BATTERY,SIMPLE,STREET,false,false,1934,019,44,6,08B,1171598,1918992,2015,02/10/2018 03:50:01 PM,41.933177432,-87.644801107,"(41.933177432, -87.644801107)"
10227846,HY415333,09/08/2015 01:36:00 PM,002XX S LA SALLE ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0122,001,42,32,06,1175165,1899313,2015,02/10/2018 03:50:01 PM,41.879097968,-87.632283818,"(41.879097968, -87.632283818)"
10227847,HY415133,09/03/2015 09:40:00 AM,031XX N ORCHARD ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,1934,019,44,6,26,1171040,1921013,2015,02/10/2018 03:50:01 PM,41.938735419,-87.646792222,"(41.938735419, -87.646792222)"
10227848,HY415288,09/08/2015 12:22:00 PM,061XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0714,007,15,67,18,1166722,1864046,2015,02/10/2018 03:50:01 PM,41.782506798,-87.664293362,"(41.782506798, -87.664293362)"
10227851,HY415271,09/02/2015 10:30:00 PM,048XX S DREXEL BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0223,002,4,39,05,1183002,1873181,2015,02/10/2018 03:50:01 PM,41.807210904,-87.604322622,"(41.807210904, -87.604322622)"
10227852,HY415336,09/04/2015 12:00:00 PM,039XX S STATE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,0213,002,3,38,26,1176928,1878984,2015,02/10/2018 03:50:01 PM,41.823274065,-87.62642495,"(41.823274065, -87.62642495)"
10227853,HY415044,08/27/2015 03:00:00 PM,033XX N CLAREMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1921,019,32,5,14,1160117,1922079,2015,02/10/2018 03:50:01 PM,41.941893616,-87.686907297,"(41.941893616, -87.686907297)"
10227855,HY415287,09/05/2015 01:00:00 PM,026XX S CALIFORNIA AVE,0560,ASSAULT,SIMPLE,OTHER,false,false,1033,010,12,30,08A,1158126,1886449,2015,02/10/2018 03:50:01 PM,41.844162699,-87.695199039,"(41.844162699, -87.695199039)"
10227858,HY415326,09/04/2015 09:00:00 AM,038XX S MICHIGAN AVE,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,OTHER,false,false,0213,002,3,35,11,1177828,1879596,2015,02/10/2018 03:50:01 PM,41.824933076,-87.623104662,"(41.824933076, -87.623104662)"
10227859,HY415300,09/06/2015 09:00:00 AM,053XX S PULASKI RD,0810,THEFT,OVER $500,HOTEL/MOTEL,false,false,0815,008,23,62,06,1150606,1868988,2015,02/10/2018 03:50:01 PM,41.79639731,-87.723251281,"(41.79639731, -87.723251281)"
10227866,HY415320,07/14/2015 02:00:00 PM,081XX S BENNETT AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,true,0414,004,8,46,04A,1190279,1851424,2015,02/10/2018 03:50:01 PM,41.747335557,-87.578333796,"(41.747335557, -87.578333796)"
10227877,HY414990,09/07/2015 08:30:00 PM,014XX N ASHLAND AVE,0810,THEFT,OVER $500,STREET,false,false,1433,014,1,24,06,1165469,1909502,2015,02/10/2018 03:50:01 PM,41.907269153,-87.667595355,"(41.907269153, -87.667595355)"
10227888,HY415289,09/07/2015 09:00:00 PM,014XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,1811,018,32,7,14,1166386,1916046,2015,02/10/2018 03:50:01 PM,41.925206709,-87.664039225,"(41.925206709, -87.664039225)"
10227890,HY414916,09/08/2015 08:48:00 AM,064XX S DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0726,007,15,67,08B,1164136,1861916,2015,02/10/2018 03:50:01 PM,41.776716621,-87.673834303,"(41.776716621, -87.673834303)"
10227897,HY415113,09/07/2015 11:30:00 PM,076XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,STREET,false,false,0624,006,6,69,06,1180228,1854508,2015,02/10/2018 03:50:01 PM,41.756034503,-87.615068791,"(41.756034503, -87.615068791)"
10227898,HY415343,08/14/2015 10:00:00 AM,061XX S CHAMPLAIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0313,003,20,42,11,1181623,1864501,2015,02/10/2018 03:50:01 PM,41.783424215,-87.609648327,"(41.783424215, -87.609648327)"
10227899,HY415352,09/08/2015 10:00:00 AM,031XX W MADISON ST,0890,THEFT,FROM BUILDING,CHA APARTMENT,false,false,1222,012,28,27,06,1155520,1899851,2015,02/10/2018 03:50:01 PM,41.88099198,-87.704402338,"(41.88099198, -87.704402338)"
10227900,HY415294,09/08/2015 12:20:00 PM,028XX W MADISON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1124,011,2,27,18,1157454,1899892,2015,02/10/2018 03:50:01 PM,41.881065376,-87.697299683,"(41.881065376, -87.697299683)"
10227901,HY415313,09/04/2015 06:00:00 PM,038XX N BELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1921,019,47,5,11,1160680,1925502,2015,02/10/2018 03:50:01 PM,41.951274857,-87.684742831,"(41.951274857, -87.684742831)"
10227902,HY415282,09/08/2015 01:06:00 PM,0000X W 114TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,0522,005,34,49,15,1177998,1829377,2015,09/17/2015 11:37:18 AM,41.687122551,-87.624000051,"(41.687122551, -87.624000051)"
10227911,HY415253,09/06/2015 03:00:00 PM,001XX E DELAWARE PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL/MOTEL,false,false,1833,018,42,8,11,1176998,1906651,2015,02/10/2018 03:50:01 PM,41.899192536,-87.62533113,"(41.899192536, -87.62533113)"
10227912,HY415188,09/08/2015 10:45:00 AM,081XX S VINCENNES AVE,0810,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",false,false,0622,006,21,44,06,1174708,1850883,2015,02/10/2018 03:50:01 PM,41.74621174,-87.635406033,"(41.74621174, -87.635406033)"
10227917,HY415089,09/08/2015 10:55:00 AM,026XX W 19TH ST,0890,THEFT,FROM BUILDING,FACTORY/MANUFACTURING BUILDING,false,false,1023,010,28,30,06,1159021,1890619,2015,02/10/2018 03:50:01 PM,41.855587334,-87.691800214,"(41.855587334, -87.691800214)"
10227918,HY415327,09/07/2015 11:45:00 AM,030XX W 21ST PL,0460,BATTERY,SIMPLE,CHA APARTMENT,false,false,1022,010,24,30,08B,1156416,1889559,2015,02/10/2018 03:50:01 PM,41.852731587,-87.701390474,"(41.852731587, -87.701390474)"
10227920,HY415209,09/08/2015 11:45:00 AM,012XX S KEDVALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,true,1011,010,24,29,14,1148914,1894047,2015,02/10/2018 03:50:01 PM,41.865195413,-87.728809401,"(41.865195413, -87.728809401)"
10227921,HY413984,09/06/2015 10:00:00 PM,016XX W JACKSON BLVD,0460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,1231,012,2,28,08B,1165546,1898694,2015,02/10/2018 03:50:01 PM,41.877609558,-87.667620539,"(41.877609558, -87.667620539)"
10227932,HY415349,09/06/2015 04:00:00 PM,051XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,STREET,false,false,1624,016,45,15,06,1141457,1926110,2015,02/10/2018 03:50:01 PM,41.953320712,-87.755391507,"(41.953320712, -87.755391507)"
10227933,HY415302,09/08/2015 12:15:00 PM,106XX S TORRENCE AVE,0810,THEFT,OVER $500,STREET,false,false,0434,004,10,51,06,1195540,1835069,2015,02/10/2018 03:50:01 PM,41.702327683,-87.559595032,"(41.702327683, -87.559595032)"
10227934,HY415237,09/08/2015 12:20:00 PM,022XX E 82ND ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0414,004,8,46,05,1192469,1851038,2015,02/10/2018 03:50:01 PM,41.746223328,-87.570321699,"(41.746223328, -87.570321699)"
10227947,HY415077,09/08/2015 10:45:00 AM,022XX N BISSELL ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,true,false,1812,018,43,7,26,1169588,1915083,2015,02/10/2018 03:50:01 PM,41.922495003,-87.652301753,"(41.922495003, -87.652301753)"
10227955,HY415357,09/08/2015 01:10:00 PM,017XX W HARRISON ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,MEDICAL/DENTAL OFFICE,false,false,1231,012,2,28,08A,1164863,1897422,2015,02/10/2018 03:50:01 PM,41.874133594,-87.670164416,"(41.874133594, -87.670164416)"
10227959,HY415401,09/08/2015 02:00:00 PM,002XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0113,001,42,32,06,1177326,1899381,2015,02/10/2018 03:50:01 PM,41.879235852,-87.624347038,"(41.879235852, -87.624347038)"
10227960,HY415402,09/08/2015 02:40:00 PM,075XX S RACINE AVE,0890,THEFT,FROM BUILDING,LIBRARY,false,false,0612,006,17,71,06,1169626,1854830,2015,02/10/2018 03:50:01 PM,41.757154442,-87.653913374,"(41.757154442, -87.653913374)"
10227961,HY415403,09/08/2015 01:39:00 PM,011XX W COLUMBIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2432,024,49,1,08B,1167431,1945002,2015,02/10/2018 03:50:01 PM,42.004640544,-87.659362503,"(42.004640544, -87.659362503)"
10227962,HY414945,09/04/2015 07:00:00 PM,021XX N DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1432,014,32,22,07,1162670,1914477,2015,02/10/2018 03:50:01 PM,41.92098005,-87.677737593,"(41.92098005, -87.677737593)"
10227964,HY415363,09/08/2015 02:00:00 PM,008XX N CENTRAL PARK AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,true,false,1121,011,27,23,18,1152232,1905314,2015,02/10/2018 03:50:01 PM,41.896048497,-87.716331483,"(41.896048497, -87.716331483)"
10227966,HY415364,09/07/2015 03:00:00 PM,032XX W WARNER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1724,017,33,16,07,1154071,1927407,2015,02/10/2018 03:50:01 PM,41.956636979,-87.708986345,"(41.956636979, -87.708986345)"
10227967,HY415141,09/08/2015 11:00:00 AM,006XX W HARRISON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,OTHER COMMERCIAL TRANSPORTATION,true,false,0124,001,2,28,15,1172257,1897564,2015,02/10/2018 03:50:01 PM,41.874363279,-87.643013039,"(41.874363279, -87.643013039)"
10227968,HY415384,09/08/2015 01:39:00 PM,065XX S MARSHFIELD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0725,007,15,67,26,1166452,1861305,2015,02/10/2018 03:50:01 PM,41.774990905,-87.665361322,"(41.774990905, -87.665361322)"
10227969,HY415231,09/08/2015 11:55:00 AM,029XX W ARGYLE ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2031,020,40,4,08B,1155842,1933071,2015,02/10/2018 03:50:01 PM,41.972143737,-87.702322295,"(41.972143737, -87.702322295)"
10227970,HY415377,09/08/2015 01:50:00 PM,029XX W BALMORAL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2011,020,40,4,05,1155789,1935733,2015,02/10/2018 03:50:01 PM,41.979449478,-87.702445095,"(41.979449478, -87.702445095)"
10227971,HY415264,09/07/2015 01:30:00 PM,069XX N TONTY AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1621,016,41,12,05,1135716,1945517,2015,02/10/2018 03:50:01 PM,42.006679525,-87.776032059,"(42.006679525, -87.776032059)"
10227972,HY415388,08/21/2015 02:09:00 AM,003XX N CICERO AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,OTHER,false,false,1532,015,28,25,26,1144311,1901922,2015,02/10/2018 03:50:01 PM,41.886893085,-87.745509336,"(41.886893085, -87.745509336)"
10227973,HY415400,09/08/2015 01:55:00 PM,063XX S KEATING AVE,0850,THEFT,ATTEMPT THEFT,RESIDENCE,false,false,0813,008,13,64,06,1145803,1862063,2015,02/10/2018 03:50:01 PM,41.777486167,-87.741039477,"(41.777486167, -87.741039477)"
11243494,JB168634,11/15/2017 07:16:00 PM,097XX S AVENUE J,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0432,004,10,52,11,,,2017,03/01/2018 03:54:55 PM,,,
10227977,HY415412,09/08/2015 02:50:00 PM,014XX W 47TH ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,0924,009,3,61,26,1167315,1873576,2015,09/17/2015 11:37:18 AM,41.808645557,-87.661846328,"(41.808645557, -87.661846328)"
10227978,HY415006,09/08/2015 08:30:00 AM,083XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0632,006,6,44,08B,1183012,1849855,2015,02/10/2018 03:50:01 PM,41.743201941,-87.60501049,"(41.743201941, -87.60501049)"
10227979,HY415328,09/07/2015 02:00:00 PM,036XX S RHODES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0212,002,4,35,14,1180179,1881011,2015,02/10/2018 03:50:01 PM,41.828762287,-87.614436164,"(41.828762287, -87.614436164)"
10227981,HY415350,09/08/2015 01:30:00 PM,047XX W OHIO ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1111,011,28,25,06,1144631,1903567,2015,02/10/2018 03:50:01 PM,41.891401135,-87.744292727,"(41.891401135, -87.744292727)"
10227982,HY415450,09/03/2015 05:00:00 PM,061XX S GREENWOOD AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0314,003,20,42,06,1184388,1864548,2015,02/10/2018 03:50:01 PM,41.783488881,-87.599509543,"(41.783488881, -87.599509543)"
10227984,HY415292,09/08/2015 01:15:00 PM,007XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1134,011,24,27,14,1155141,1896773,2015,02/10/2018 03:50:01 PM,41.872553245,-87.705876632,"(41.872553245, -87.705876632)"
10227985,HY415132,09/08/2015 11:42:00 AM,015XX N PULASKI RD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,true,false,2535,025,30,23,16,1149436,1909960,2015,02/10/2018 03:50:01 PM,41.908852307,-87.726479986,"(41.908852307, -87.726479986)"
10227986,HY415306,09/08/2015 11:15:00 AM,010XX N DRAKE AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,true,false,1121,011,27,23,18,1152523,1906601,2015,02/10/2018 03:50:01 PM,41.899574402,-87.715228638,"(41.899574402, -87.715228638)"
10227988,HY415365,09/08/2015 01:50:00 PM,031XX W JACKSON BLVD,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1124,011,28,27,03,1155337,1898516,2015,02/10/2018 03:50:01 PM,41.877332283,-87.705110187,"(41.877332283, -87.705110187)"
10227989,HY415276,09/07/2015 07:00:00 PM,042XX W MADISON ST,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,1115,011,28,26,08A,1148179,1899677,2015,02/10/2018 03:50:01 PM,41.880658965,-87.731362685,"(41.880658965, -87.731362685)"
10227990,HY414977,09/08/2015 09:00:00 AM,079XX S RIDGELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0414,004,8,46,14,1189358,1852754,2015,02/10/2018 03:50:01 PM,41.751007325,-87.581665974,"(41.751007325, -87.581665974)"
10227991,HY415471,09/08/2015 03:10:00 PM,007XX N TRUMBULL AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1121,011,27,23,18,1153247,1904681,2015,02/10/2018 03:50:01 PM,41.894291393,-87.712620394,"(41.894291393, -87.712620394)"
10227993,HY415496,09/04/2015 03:30:00 PM,020XX W 83RD ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,0614,006,18,71,11,1164231,1849605,2015,02/10/2018 03:50:01 PM,41.742931498,-87.673832035,"(41.742931498, -87.673832035)"
10227994,HY415303,07/02/2014 04:30:00 AM,074XX S KOSTNER AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0833,008,13,65,06,1148179,1855193,2014,02/10/2018 03:50:01 PM,41.758588493,-87.732504857,"(41.758588493, -87.732504857)"
10227995,HY415462,09/08/2015 01:30:00 PM,027XX W BERWYN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2011,020,40,4,05,1157091,1935088,2015,02/10/2018 03:50:01 PM,41.977653152,-87.69767447,"(41.977653152, -87.69767447)"
10227996,HY415478,09/08/2015 02:52:00 PM,014XX N CALIFORNIA AVE,0460,BATTERY,SIMPLE,OTHER,true,false,1423,014,26,24,08B,1157471,1909355,2015,02/10/2018 03:50:01 PM,41.90703235,-87.696979547,"(41.90703235, -87.696979547)"
10227997,HY415454,09/08/2015 12:00:00 PM,020XX W 69TH PL,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0735,007,17,67,06,1163883,1858563,2015,02/10/2018 03:50:01 PM,41.767520853,-87.674855906,"(41.767520853, -87.674855906)"
10227998,HY415472,09/08/2015 12:00:00 AM,014XX W 72ND ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,0734,007,17,67,06,1167647,1856992,2015,02/10/2018 03:50:01 PM,41.76312992,-87.661104189,"(41.76312992, -87.661104189)"
10228000,HY415409,09/08/2015 02:45:00 PM,064XX S HALSTED ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0723,007,20,68,08B,1172084,1861866,2015,02/10/2018 03:50:01 PM,41.776408458,-87.644698756,"(41.776408458, -87.644698756)"
10228001,HY415424,07/13/2015 09:30:00 PM,004XX N ADA ST,0810,THEFT,OVER $500,STREET,false,false,1215,012,27,24,06,1167352,1903042,2015,02/10/2018 03:50:01 PM,41.889502165,-87.660864306,"(41.889502165, -87.660864306)"
10228002,HY415492,09/08/2015 03:30:00 PM,058XX W HIGGINS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,1622,016,45,11,26,1136055,1933003,2015,02/10/2018 03:50:01 PM,41.972334011,-87.775084924,"(41.972334011, -87.775084924)"
10228003,HY415003,09/08/2015 07:31:00 AM,048XX S SHIELDS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,false,false,0935,009,3,37,15,1174771,1872976,2015,02/10/2018 03:50:01 PM,41.806835985,-87.63451735,"(41.806835985, -87.63451735)"
10228004,HY415480,09/08/2015 03:40:00 PM,050XX N KENMORE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2024,020,46,3,06,1168335,1933940,2015,02/10/2018 03:50:01 PM,41.974266604,-87.656358379,"(41.974266604, -87.656358379)"
10067253,HY256338,05/11/2015 07:23:00 PM,094XX S EWING AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0432,004,10,52,04A,1201355,1843294,2015,02/10/2018 03:50:01 PM,41.724752412,-87.538024419,"(41.724752412, -87.538024419)"
10228005,HY415490,09/08/2015 07:00:00 AM,026XX W BELMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1411,014,1,21,14,1158172,1921161,2015,02/10/2018 03:50:01 PM,41.93941459,-87.694081171,"(41.93941459, -87.694081171)"
10228006,HY415497,09/08/2015 11:15:00 AM,008XX W ALTGELD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1935,019,43,7,14,1170236,1916823,2015,02/10/2018 03:50:01 PM,41.927255502,-87.649869857,"(41.927255502, -87.649869857)"
10228007,HY409230,09/03/2015 05:15:00 PM,010XX W MONTROSE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1913,019,46,3,26,1168515,1929384,2015,02/10/2018 03:50:01 PM,41.961760892,-87.655828955,"(41.961760892, -87.655828955)"
10228009,HY415382,09/02/2015 05:32:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0112,001,42,32,06,1176389,1900278,2015,02/10/2018 03:50:01 PM,41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
10228010,HY415406,09/08/2015 01:55:00 PM,070XX S RACINE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0734,007,17,67,18,1169538,1858070,2015,02/10/2018 03:50:01 PM,41.766047328,-87.654142127,"(41.766047328, -87.654142127)"
10228011,HY415428,09/08/2015 02:50:00 PM,001XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1512,015,29,25,08B,1139023,1900544,2015,02/10/2018 03:50:01 PM,41.883209435,-87.764962093,"(41.883209435, -87.764962093)"
10228012,HY415386,09/08/2015 02:24:00 PM,054XX S ABERDEEN ST,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,0934,009,16,61,04B,1169905,1868810,2015,02/10/2018 03:50:01 PM,41.79551121,-87.652485252,"(41.79551121, -87.652485252)"
10228013,HY415347,09/08/2015 01:15:00 PM,047XX W ADAMS ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1113,011,28,25,06,1144920,1898709,2015,02/10/2018 03:50:01 PM,41.878064761,-87.743354013,"(41.878064761, -87.743354013)"
10228015,HY415473,09/08/2015 02:20:00 PM,059XX W HURON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1511,015,29,25,08B,1136584,1904033,2015,02/10/2018 03:50:01 PM,41.892827686,-87.773834855,"(41.892827686, -87.773834855)"
10228016,HY415178,09/08/2015 08:00:00 AM,010XX S CENTRAL PARK AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,GOVERNMENT BUILDING/PROPERTY,false,false,1133,011,24,29,04A,1152534,1895271,2015,02/10/2018 03:50:01 PM,41.868483487,-87.715487847,"(41.868483487, -87.715487847)"
10228017,HY415238,09/08/2015 12:38:00 PM,007XX N MONTICELLO AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,1112,011,27,23,03,1151916,1904749,2015,02/10/2018 03:50:01 PM,41.89450431,-87.717506988,"(41.89450431, -87.717506988)"
10228018,HY415498,09/08/2015 03:31:00 PM,044XX S ROCKWELL ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0922,009,12,58,15,1159773,1875233,2015,02/10/2018 03:50:01 PM,41.813350945,-87.689463318,"(41.813350945, -87.689463318)"
10228020,HY414260,09/07/2015 05:35:00 PM,055XX W MONROE ST,0460,BATTERY,SIMPLE,APARTMENT,false,true,1522,015,29,25,08B,1139478,1899112,2015,02/10/2018 03:50:01 PM,41.879271561,-87.763326207,"(41.879271561, -87.763326207)"
10228021,HY405863,09/04/2015 11:18:00 AM,045XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,1113,011,28,26,14,1146132,1898301,2015,02/10/2018 03:50:01 PM,41.876922212,-87.738914161,"(41.876922212, -87.738914161)"
10228022,HY415383,09/08/2015 02:00:00 PM,132XX S LANGLEY AVE,0810,THEFT,OVER $500,CHA APARTMENT,false,true,0533,005,9,54,06,1183251,1817836,2015,02/10/2018 03:50:01 PM,41.655332085,-87.605126732,"(41.655332085, -87.605126732)"
